model,audio,duration,duration_after_vad,time,wer,wil,wip,mer
small,common_voice_it_20226299.mp3,5.736,5.112,4.443980932235718,0.0,0.0,1.0,0.0
small,common_voice_it_20264619.mp3,4.632,4.632,3.921525716781616,0.0,0.0,1.0,0.0
small,common_voice_it_25460881.mp3,3.708,3.148,4.330139398574829,0.16666666666666666,0.30555555555555547,0.6944444444444445,0.16666666666666666
small,common_voice_it_31706489.mp3,6.516,5.316,5.526668071746826,0.0,0.0,1.0,0.0
small,common_voice_it_20073924.mp3,4.2,3.608,4.480272054672241,1.2,1.0,0.0,1.0
small,common_voice_it_20266701.mp3,4.896,4.784,3.9639334678649902,0.14285714285714285,0.26530612244897966,0.7346938775510203,0.14285714285714285
small,common_voice_it_27417013.mp3,5.544,5.544,4.543337345123291,0.125,0.234375,0.765625,0.125
small,common_voice_it_18282830.mp3,3.24,3.24,4.838388204574585,0.2727272727272727,0.47107438016528924,0.5289256198347108,0.2727272727272727
small,common_voice_it_37464142.mp3,8.1,8.1,6.348645448684692,0.7692307692307693,0.9053254437869822,0.09467455621301776,0.7142857142857143
small,common_voice_it_19977983.mp3,6.12,5.848,5.761816501617432,0.07142857142857142,0.1377551020408163,0.8622448979591837,0.07142857142857142
small,common_voice_it_20023569.mp3,5.448,5.448,5.1869518756866455,0.5,0.7222222222222222,0.2777777777777778,0.5
small,common_voice_it_40034894.mp3,5.148,4.748,4.9414381980896,0.07692307692307693,0.1479289940828401,0.8520710059171599,0.07692307692307693
small,common_voice_it_40368947.mp3,4.248,4.136,4.946755409240723,0.0,0.0,1.0,0.0
small,common_voice_it_22425364.mp3,1.5935,1.5775,36.31552529335022,0.0,0.0,1.0,0.0
small,common_voice_it_31260678.mp3,5.94,2.624,3.4956564903259277,1.0,0.8333333333333334,0.16666666666666666,0.6666666666666666
small,common_voice_it_20226744.mp3,5.184,4.88,6.088585615158081,0.45454545454545453,0.6287878787878788,0.3712121212121212,0.4166666666666667
small,common_voice_it_19985867.mp3,4.296,3.96,4.550682544708252,0.2,0.3599999999999999,0.6400000000000001,0.2
small,common_voice_it_20226764.mp3,7.08,6.072,5.238110303878784,0.0,0.0,1.0,0.0
small,common_voice_it_18281351.mp3,7.992,7.56,5.58201265335083,0.05555555555555555,0.10802469135802473,0.8919753086419753,0.05555555555555555
small,common_voice_it_22121196.mp3,6.432,5.744,5.371946334838867,0.18181818181818182,0.3305785123966941,0.6694214876033059,0.18181818181818182
small,common_voice_it_40060582.mp3,7.776,7.344,5.6320390701293945,0.0,0.0,1.0,0.0
small,common_voice_it_27334666.mp3,6.228,5.732,15.819698095321655,0.09090909090909091,0.17355371900826455,0.8264462809917354,0.09090909090909091
small,common_voice_it_19998125.mp3,5.112,4.808,5.469587802886963,0.14285714285714285,0.20879120879120883,0.7912087912087912,0.14285714285714285
